domain,status_code,status_description
nevaris.com,,
news-site1.com,,
news-site2.com,,
news-site3.com,,
news-site4.com,,
news.google.com,200,OK
news5.de,200,OK
nichtohneuns-freiburg.de,200,OK
norderney-zs.de,200,OK
nrw.volksbund.de,200,OK
nsdoku.de,200,OK
nuclearblast.com,200,OK
nur-mit-uns.info,200,OK
nytimes.com,200,OK
oe24.at,200,OK
play3.de,200,OK
politik-ratgeber.de,200,OK
politik.watson.de,200,OK
politischebildung.schule.bayern.de,200,OK
presse.wien.gv.at,200,OK
profil.at,200,OK
prona.ch,200,OK
protesttag-behinderte.de,200,OK
publicholidays.de,200,OK
radiobrocken.de,200,OK
rinteln-aktuell.de,200,OK
rosenheim24.de,200,OK
s-chorverband.de,200,OK
schleswig-holstein.de,200,OK
schule.igs-oberstufe.de,200,OK
schule.sachsen.de,200,OK
schwandorf-evangelisch.de,200,OK
segatoys.co.jp,200,OK
shz.de,200,OK
sonic-city.net,200,OK
sonicderfilm.ch,200,OK
sonicthehedgehog.com,200,OK
sozialagentur-konkret.de,200,OK
spd.berlin,200,OK
spurensuche-bielefeld.de,200,OK
statetimes.in,200,OK
statistik.hessen.de,200,OK
steuertipps.de,200,OK
stja.de,200,OK
tageblatt.lu,200,OK
technischerhandel.com,200,OK
technologieaktuell.de,,
telegraphindia.com,200,OK
theeuropean.de,200,OK
theguardian.com,200,OK
thomas-borer.com,200,OK
tlz.de,200,OK
tvheute.at,403,Forbidden
twinkl.com,200,OK
ukrinform.de,200,OK
ungehindert.org,200,OK
uni-mannheim.de,,
universe2go.com,200,OK
unternehmenswelt.de,200,OK
vdpm.info,200,OK
verlagshaus-jaumann.de,200,OK
vgsd.de,200,OK
vienna.at,200,OK
visitmosel.de,200,OK
voeb.de,200,OK
vonhauerland.com,200,OK
waz-online.de,200,OK
waz.de,200,OK
weather2visit.com,200,OK
weekend.at,200,OK
wien.gv.at,200,OK
wirtschaftsjournal.com,200,OK
wirtschaftsnews.de,200,OK
wlz-online.de,200,OK
wochenblitz.com,200,OK
wp.de,200,OK
xity.de,200,OK
za.headtopics.com,200,OK
zavvi.de,200,OK
zsl-mainz.de,200,OK
9meters.com,200,OK
abc,,
abk-stuttgart.de,200,OK
admiraldirekt.de,200,OK
aekno.de,200,OK
aerzteblatt.de,200,OK
agenzianova.com,200,OK
aircanada.com,200,OK
aktuell.meinestadt.de,403,Forbidden
aktuellethemen.de,200,OK
alamy.de,200,OK
albatros-schule-berlin.de,200,OK
all-in.de,200,OK
allendorf-eder.de,200,OK
amadeu-antonio-stiftung.de,200,OK
amoledo.com,200,OK
amp.zdf.de,200,OK
anderesbeispiel.de,,
ansgari-bid.de,200,OK
antenne1.de,200,OK
antidiskriminierungsstelle.de,400,Bad Request
aok.de,,
apotheke-adhoc.de,200,OK
apotheken-umschau.de,200,OK
architekturblatt.de,200,OK
ardalpha.de,200,OK
arnoldreisen.de,200,OK
astronews.com,200,OK
astronomiemuseum.de,200,OK
atradius.de,200,OK
attac.de,200,OK
augengeradeaus.net,200,OK
auto-motor-und-sport.de,200,OK
autohaus.de,200,OK
automobil-industrie.vogel.de,200,OK
aviation.direct,200,OK
bachhausen.de,200,OK
bad-nauheim.de,200,OK
bavc-automobilclub.de,200,OK
bayern.digitale-doerfer.de,200,OK
bbh-blog.de,200,OK
beauftragte-missbrauch.de,200,OK
berliner-woche.de,200,OK
bfw-newsroom.de,200,OK
bg-press.de,200,OK
bg-verkehr.de,200,OK
bistum-essen.de,200,OK
bleepingcomputer.com,200,OK
bmas.de,200,OK
bmwsb.bund.de,400,Bad Request
boersenblatt.net,200,OK
boersenverein-bayern.de,200,OK
bonnnet.de,200,OK
bottrop.de,200,OK
braunschweiger-zeitung.de,200,OK
breakingnews.ie,200,OK
briefwahl-beantragen.de,200,OK
brutto-netto.de,200,OK
buildingnet.de,403,Forbidden
bundeswehr.de,200,OK
bunte.de,200,OK
burgstaedt.de,200,OK
business-gurus.com,200,OK
bussgeldkatalog.org,200,OK
bussgeldportal.de,200,OK
butenunbinnen.de,200,OK
bvg.de,200,OK
bvn.de,200,OK
calendarena.com,200,OK
celler-presse.de,200,OK
checkfox.de,200,OK
checkpoint.tagesspiegel.de,522,
chron.com,200,OK
cio.de,200,OK
climate-adapt.eea.europa.eu,200,OK
clockodo.com,200,OK
cnet.com,200,OK
compact-online.de,200,OK
computerbase.de,200,OK
comservice-ffo.de,200,OK
connecticut.news12.com,200,OK
consultingmagazin.de,200,OK
crucero-magazin.de,,
ctpost.com,200,OK
dagens.de,200,OK
das-wissen.de,200,OK
daserste.de,200,OK
dasgelbeblatt.de,200,OK
ddbnews.de,200,OK
de.ambafrance.org,200,OK
de.perto.com,403,Forbidden
deb-online.de,200,OK
dein-autofinder.de,200,OK
deloitte.com,200,OK
demo-online.de,200,OK
democracywithoutborders.org,200,OK
derbund.ch,200,OK
derpragmaticus.com,200,OK
deutsche-afrika-stiftung.de,200,OK
deutsches-ingenieurblatt.de,200,OK
deutschlandfunknova.de,200,OK
deutschlandradio.de,200,OK
dhvka.de,200,OK
die-bibel.de,200,OK
die-tagespost.de,200,OK
diebildschirmzeitung.de,200,OK
digitales-chemnitz.de,200,OK
digitalverbraucher.de,200,OK
dihk.de,200,OK
dkgev.de,200,OK
dragonknows.com,200,OK
drivist.de,200,OK
dtj-online.de,200,OK
dvz.de,200,OK
dzonline.de,200,OK
economictimes.indiatimes.com,200,OK
eda.admin.ch,200,OK
edition.cnn.com,200,OK
eib.org,200,OK
eike-klima-energie.eu,200,OK
ejw-exbi.de,200,OK
elektroniknet.de,200,OK
elevenforum.com,200,OK
engadget.com,200,OK
entrepreneur.com,200,OK
erlangen-autowerkstatt.de,200,OK
erneuerbare-energien-hamburg.de,200,OK
esa.int,200,OK
escooter-szene.de,200,OK
eucc-d.de,200,OK
euractiv.de,200,OK
euraed.com,200,OK
europainfo.at,200,OK
europanetzwerk.de,405,Method Not Allowed
eventbrite.com,200,OK
eventbrite.de,200,OK
ewigengottes.de,200,OK
example-rnd-link.de,,
example.com,200,OK
experten.de,200,OK
extratipp.com,200,OK
facts.net,200,OK
fair-news.de,200,OK
famrz.de,200,OK
fdp-bayern.de,200,OK
feiertage-ferien.com,200,OK
fiercepharma.com,403,Forbidden
finanztreff.de,200,OK
foerde.news,200,OK
forum-vergabe.de,200,OK
forumnachhaltigeimmobilien.com,200,OK
fowid.de,200,OK
fraenkischertag.de,200,OK
freiheit.org,200,OK
fridaysforfuture.de,200,OK
gagadget.com,200,OK
gasteig.de,200,OK
gettotext.com,200,OK
gew-sh.de,200,OK
glasmacher.de,200,OK
golem.de,200,OK
grenzinfo.eu,200,OK
gruene-bundestag.de,200,OK
guter-rat.de,200,OK
haintz.media,200,OK
hallelife.de,200,OK
hardthoehenkurier.de,200,OK
healthreminder.de,200,OK
heidelberg24.de,200,OK
hessen.de,200,OK
hildesheimer-allgemeine.de,200,OK
historia-hamburg.de,200,OK
hockeyweb.de,403,Forbidden
hogapage.de,200,OK
hr.de,200,OK
hugendubel.info,200,OK
hz.de,200,OK
iclarified.com,200,OK
iclei.org,200,OK
ifw-kiel.de,200,OK
igb.fraunhofer.de,,
independent.co.uk,200,OK
industry.welcometofife.com,200,OK
innenministerkonferenz.de,400,Bad Request
inrlp.de,200,OK
international.bonn.de,200,OK
internationalepolitik.de,200,OK
ioew.de,200,OK
it-boltwise.net,,
it-daily.net,200,OK
itv.com,200,OK
japan.travel,403,Forbidden
journal21.ch,200,OK
journalismus-macht-schule.org,200,OK
journalonko.de,200,OK
juergenhardt.de,200,OK
jugendfuereuropa.de,200,OK
justiz.bayern.de,200,OK
k.at,200,OK
kalender-2019.de,200,OK
kapitalmarktrecht-fachanwalt.de,200,OK
karlsruhe-insider.de,200,OK
kbv.de,200,OK
kingsleynapley.co.uk,200,OK
klartext-raumfahrt.de,200,OK
kleinezeitung.at,200,OK
klicksafe.de,200,OK
klimareporter.de,200,OK
krautreporter.de,200,OK
kulthitradio.de,200,OK
landeskirche-hannovers.de,200,OK
latina-press.com,200,OK
lebenshilfe-of.de,200,OK
leinetal24.de,200,OK
lepaysdefrance.fr,200,OK
livewelloutdoors.com,200,OK
logistikbranche.net,403,Forbidden
logistikring.de,200,OK
lr-online.de,200,OK
luftfahrtmagazin.de,200,OK
mabb.de,200,OK
macrumors.com,200,OK
magazin.ihk-muenchen.de,200,OK
mainstream.news,200,OK
mainzund.de,200,OK
marienschule-dieburg.de,200,OK
mcdeal24.de,200,OK
medienanstalt-hessen.de,200,OK
meinauto.de,,
meinbezirk.at,200,OK
meine-onlinezeitung.de,200,OK
metzler.com,403,Forbidden
mfa.gov.tr,403,Forbidden
mffki.rlp.de,200,OK
microsoft.com,200,OK
migazin.de,200,OK
minijobs-aktuell.de,200,OK
mk.niedersachsen.de,400,Bad Request
mmnews.de,200,OK
morningchronicle.co.uk,200,OK
muenchen.digital,200,OK
musenkuss-muenchen.de,200,OK
mvfp.de,200,OK
mwvlw.rlp.de,200,OK
naanoo.com,200,OK
nachrichtenag.de,200,OK
nasa.gov,200,OK
nbcchicago.com,200,OK
nbclosangeles.com,200,OK
nbcnewyork.com,200,OK
new-origin.infineon.com,,
news.at,200,OK
news.kununu.com,200,OK
newsroom.de,200,OK
newsroom.hermesworld.com,200,OK
noerr.com,200,OK
o-thoene.de,200,OK
oderwelle.de,200,OK
oeffentlicher-dienst.info,200,OK
omnibus.news,200,OK
on-online.de,200,OK
onlinekalender.info,200,OK
onlinesolutionsgroup.de,200,OK
or24.de,403,Forbidden
ostsee-zeitung.de,200,OK
outdoormonster.de,200,OK
ovb-online.de,200,OK
ovn-online.de,200,OK
paz.de,200,OK
pcworld.com,200,OK
pewresearch.org,200,OK
pharmiweb.jobs,200,OK
pi-news.net,403,Forbidden
plus.rtl.de,200,OK
podcast.de,200,OK
politpro.eu,200,OK
powersoft365.com,200,OK
presse.online,200,OK
presserevue.de,200,OK
primavera24.de,200,OK
prnewswire.com,200,OK
publikationen.bundesbank.de,200,OK
pureinfotech.com,200,OK
pz-news.de,200,OK
raawi.de,200,OK
radio-hannover.de,200,OK
radionrw.de,200,OK
ramasuri.de,200,OK
ran.de,200,OK
ratzeburg.de,200,OK
rechtundpolitik.de,,
reclaimthefacts.com,200,OK
recordedfuture.com,200,OK
redaktionsnetzwerk-deutschland.de,200,OK
redaktionsnetzwerk.de,200,OK
reisemobil-international.de,200,OK
reporter-ohne-grenzen.de,200,OK
rlp.de,200,OK
rsh.de,200,OK
ru.wikipedia.org,200,OK
saurugg.net,200,OK
schiene.de,200,OK
sciencemediacenter.de,200,OK
seknews.de,200,OK
socialnet.de,200,OK
sonnenuntergang-sonnenaufgang.info,200,OK
soyacincau.com,200,OK
spacetech-i.com,200,OK
spreeradio.de,200,OK
springerprofessional.de,200,OK
stacker.news,200,OK
stadt-bremerhaven.de,200,OK
stadtlandzeitung.com,200,OK
stadtlaufen.de,200,OK
standard.co.uk,200,OK
starte-ausbildung.de,200,OK
starwalk.space,200,OK
stateofdigitalpublishing.com,200,OK
statistiker-blog.de,200,OK
stiftung-mercator.de,200,OK
stmas.bayern.de,200,OK
stmi.bayern.de,200,OK
stuttgart-aktuell.de,200,OK
tagblatt.ch,200,OK
tageblatt.de,200,OK
techrepublic.com,403,Forbidden
theleftberlin.com,200,OK
thenationalnews.com,200,OK
theverge.com,200,OK
thib24.de,200,OK
tixio.de,200,OK
tk-lex.tk.de,200,OK
tlm.de,200,OK
tourismusnetzwerk-brandenburg.de,200,OK
transparency.de,200,OK
tribune.com.pk,200,OK
trierer-nachrichten.de,200,OK
trt.global,200,OK
tschechien.news,200,OK
ttspress.com,200,OK
tvdirekt.de,200,OK
tweakpc.de,200,OK
ubm-development.com,200,OK
ukvisa.co.uk,200,OK
uni-kiel.de,,
unicef.at,200,OK
urban-transport-magazine.com,200,OK
vdek.com,200,OK
versicherungstarife.info,200,OK
verti.de,200,OK
vestaria.de,200,OK
vetion.de,200,OK
vhu.de,200,OK
visitczechia.com,200,OK
visitscotland.com,200,OK
visumantrag.de,200,OK
vitlif.de,200,OK
voltdeutschland.org,200,OK
vorreiter.de,200,OK
wahlen-in-schwerin.de,200,OK
washingtonpost.com,200,OK
watson.de,200,OK
wellington.com,200,OK
welttag-des-buches.de,200,OK
wetterauer-zeitung.de,200,OK
wiesbaden-lebt.de,200,OK
wikipedia.org,200,OK
willischewski.de,200,OK
wired.com,200,OK
wmk-rlp.de,200,OK
wohnglueck.de,200,OK
wolters-rundreisen.de,200,OK
wolterskluwer.com,200,OK
ww-kurier.de,200,OK
zfk.de,200,OK
znaki.fm,200,OK
zvoove.de,200,OK
