domain,type,language,in_list_chatgpt,in_list_hbi,in_list_scharkow,in_list_stier,in_list_w3news
einwanderungskritik.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
ejz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
el-nacional.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elboletin.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
elcomercio.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elconfidencial.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
elconfidencialdigital.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
elcorreo.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elcorreodemadrid.com,hyperpartisan news,NA,FALSE,FALSE,FALSE,TRUE,FALSE
elcorreogallego.es,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
elcorreoweb.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
eldia.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
eldiario.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
eldiariomontanes.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
eldigitalcastillalamancha.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
eleconomista.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
electrive.net,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
elektroauto-news.net,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
elespanol.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
elle.fr,tabloid newspaper,fr,TRUE,FALSE,FALSE,FALSE,FALSE
elmundo.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elnortedecastilla.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elpais.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elperiodico.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elperiodicoextremadura.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
elplural.com,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
elpuntavui.cat,legacy press,ca,FALSE,FALSE,FALSE,TRUE,FALSE
eltiempo.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
emderzeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
ensonhaber.com,digital-born news outlet,tr,TRUE,FALSE,FALSE,FALSE,FALSE
epochtimes.de,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,TRUE
epochtimes.fr,hyperpartisan news,el,FALSE,FALSE,FALSE,TRUE,FALSE
eppsteiner-zeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
es.yahoo.com/noticias,portal,NA,NA,NA,NA,NA,NA
esdiario.com,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
esslinger-zeitung.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
estrelladigital.es,digital-born news outlet,NA,FALSE,FALSE,FALSE,TRUE,FALSE
estrepublicain.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
eulenspiegel-zeitschrift.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
euro-actu.fr,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
euronews.com,commercial broadcaster,ka,FALSE,FALSE,FALSE,TRUE,FALSE
europapress.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
europe1.fr,commercial broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
europenews.dk,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
ev-online.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
eva-herman.net,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
eveningtimes.co.uk,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
expansion.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
express.co.uk,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
express.de,tabloid newspaper,de,FALSE,TRUE,TRUE,TRUE,TRUE
expressandstar.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
extratipp.com,tabloid newspaper,de,FALSE,FALSE,TRUE,TRUE,FALSE
extremnews.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
exxpress.at,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
ezeitung.swp.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
fanpage.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
faz.net,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
fdesouche.com,hyperpartisan news,fr,FALSE,FALSE,FALSE,TRUE,FALSE
fdogblog.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
feednews.com,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
fehmarn24.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
feynsinn.org,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
filstalwelle.de,commercial broadcaster,de,TRUE,FALSE,FALSE,FALSE,FALSE
finanzen.net,digital-born news outlet,NA,FALSE,FALSE,FALSE,TRUE,FALSE
finanznachrichten.de,digital-born news outlet,de,FALSE,FALSE,FALSE,FALSE,TRUE
firstcoastnews.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
fivethirtyeight.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
fla.de,legacy press,da,FALSE,TRUE,FALSE,FALSE,TRUE
flipboard.com,digital-born news outlet,en,TRUE,FALSE,FALSE,FALSE,FALSE
flz.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
fnp.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
fnweb.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
focus-magazin.de,legacy press,de,FALSE,FALSE,FALSE,FALSE,FALSE
focus.de,tabloid newspaper,NA,FALSE,FALSE,TRUE,TRUE,TRUE
forbes.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
fortune.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
fox.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
fox13news.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
fox13now.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
fox2now.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
fox4kc.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
fox59.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
fox6now.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
fox8.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
fox9.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
foxbusiness.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
foxla.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
foxnews.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
fr-online.de,legacy press,de,FALSE,FALSE,TRUE,FALSE,FALSE
fr.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
fragdenstaat.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
france.tv,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
france24.com,public broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
france3.fr,public broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
francebleu.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
franceculture.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
franceinter.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
francesoir.fr,digital-born news outlet,fr,FALSE,FALSE,FALSE,TRUE,FALSE
francetelevisions.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
francetv.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
francetvinfo.fr,public broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
frankenpost.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
frankjordanblog.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
free21.org,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
freenet.de,portal,NA,FALSE,FALSE,FALSE,FALSE,FALSE
freenet.de/nachrichten,portal,NA,NA,NA,NA,NA,NA
freie-presse.net,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
freiepresse.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
freiesnachrichtenblatt.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
freiewelt.net,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
freiezeiten.net,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
freitag.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
freitags-anzeiger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
freitum.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
ft.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
fuldaerzeitung.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,TRUE
futurezone.at,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
ga-online.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
ga.de,legacy press,de,FALSE,FALSE,FALSE,FALSE,FALSE
gaceta.es,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
gaeubote.de,legacy press,NA,FALSE,TRUE,TRUE,FALSE,TRUE
gandersheimer-kreisblatt.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
gandul.ro,digital-born news outlet,ro,TRUE,FALSE,FALSE,FALSE,FALSE
gasteizhoy.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
gatestoneinstitute.org,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
gazeta.ru,hyperpartisan news,ru,TRUE,FALSE,FALSE,FALSE,FALSE
gazetalubuska.pl,legacy press,pl,TRUE,FALSE,FALSE,FALSE,FALSE
gazzettadelsud.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
gazzettadiparma.it,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
gea.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
general-anzeiger-bonn.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
geolitico.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
giessener-allgemeine.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
giessener-anzeiger.de,tabloid newspaper,de,TRUE,TRUE,TRUE,FALSE,TRUE
gifhorner-rundschau.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
giornaledibrescia.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
giornaledilecco.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
giornaledimonza.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
giornaletrentino.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
giornalone.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
globo.com,commercial broadcaster,pt,FALSE,FALSE,FALSE,TRUE,FALSE
gmuender-tagespost.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
gmx.de,portal,NA,FALSE,FALSE,FALSE,FALSE,FALSE
gmx.net,portal,NA,FALSE,FALSE,FALSE,FALSE,FALSE
gmx.net/magazine,portal,NA,NA,NA,NA,NA,NA
gmx.net/magazine/panorama,portal,NA,NA,NA,NA,NA,NA
gmx.net/magazine/politik,portal,NA,NA,NA,NA,NA,NA
gn-online.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,TRUE
gnz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
goettinger-tageblatt.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
golem.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
goodmorningamerica.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
goodnews4.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
goslarsche.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
granadahoy.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
grenzwissenschaft-aktuell.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
griesheimeranzeiger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
guidograndt.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
haber7.com,digital-born news outlet,tr,TRUE,FALSE,FALSE,FALSE,FALSE
haberler.com,digital-born news outlet,tr,TRUE,FALSE,FALSE,FALSE,FALSE
haberturk.com,legacy press,tr,TRUE,FALSE,FALSE,FALSE,FALSE
haller-kreisblatt.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
hallo-muenchen.de,tabloid newspaper,de,FALSE,FALSE,FALSE,TRUE,FALSE
hallo24.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
halternerzeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
hamburg-magazin.de,tabloid newspaper,de,TRUE,FALSE,FALSE,FALSE,FALSE
hanauer.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
handelsblatt.com,legacy press,en,FALSE,TRUE,FALSE,TRUE,FALSE
handelsblatt.de,legacy press,en,FALSE,FALSE,TRUE,FALSE,FALSE
harburg-aktuell.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
harlinger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
harzkurier.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,FALSE
hasepost.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
haunebu7.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
haz.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
heidelberg24.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
heimat-kurier.at,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
heimatbote-verlag.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
heise.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
hellwegeranzeiger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
heraldo.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
hersfelder-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
hertener-allgemeine.de,legacy press,de,FALSE,FALSE,TRUE,TRUE,FALSE
hessenschau.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
heute.at,tabloid newspaper,de,FALSE,FALSE,FALSE,TRUE,FALSE
heute.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
hildesheimer-allgemeine.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
hintermbusch.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
hna.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
hochheimer-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
hofheimer-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
holsteiner-allgemeine.de,legacy press,de,FALSE,FALSE,TRUE,FALSE,FALSE
hoy.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
hr-fernsehen.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
hr-inforadio.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
hr-online.de,public broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
hr.de,public broadcaster,de,FALSE,FALSE,FALSE,FALSE,FALSE
hr1.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
hr2.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
hr3.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
hr4.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
huelvainformacion.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
huffingtonpost.co.uk,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
huffingtonpost.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
huffingtonpost.de,digital-born news outlet,en,FALSE,FALSE,TRUE,TRUE,FALSE
huffingtonpost.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
huffingtonpost.fr,digital-born news outlet,fr,FALSE,FALSE,FALSE,TRUE,FALSE
huffingtonpost.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
huffpost.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
hulldailymail.co.uk,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
humanite.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
hurriyet.com.tr,legacy press,tr,TRUE,FALSE,FALSE,FALSE,FALSE
hurriyet.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
hz.de,legacy press,en,FALSE,TRUE,FALSE,FALSE,FALSE
ideal.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
idnes.cz,legacy press,cs,TRUE,FALSE,FALSE,FALSE,FALSE
idowa.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
ihre-az.de,legacy press,de,FALSE,FALSE,FALSE,FALSE,TRUE
ikz-online.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
ilcorrieredellacitta.com,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilfattoquotidiano.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilfoglio.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilgazzettino.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilgiornale.it,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
ilgiorno.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilmanifesto.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilmattino.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilmessaggero.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilprimatonazionale.it,hyperpartisan news,NA,FALSE,FALSE,FALSE,TRUE,FALSE
ilrestodelcarlino.it,tabloid newspaper,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilsecoloxix.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
ilsole24ore.com,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
iltempo.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
independent.co.uk,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
indexexpurgatorius.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
indiatimes.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
inews.co.uk,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
info-direkt.eu,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
infolibre.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
inforadio.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
informazione.it,hyperpartisan news,it,FALSE,FALSE,FALSE,TRUE,FALSE
infranken.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
inge09.blog,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
innsalzach24.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
insideedition.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
insuedthueringen.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
interaktiv.morgenpost.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
interaktiv.tagesspiegel.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
interia.pl,digital-born news outlet,pl,TRUE,FALSE,FALSE,FALSE,FALSE
internazionale.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
isar-anzeiger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
islamiq.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
it.notizie.yahoo.com,portal,NA,NA,NA,NA,NA,NA
it.yahoo.com/notizie,portal,NA,NA,NA,NA,NA,NA
itv.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
ivz-aktuell.de,legacy press,de,TRUE,FALSE,TRUE,FALSE,TRUE
jacobin.de,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
jetzt.de,legacy press,de,TRUE,FALSE,TRUE,FALSE,FALSE
jeversches-wochenblatt.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
journaldemontreal.com,tabloid newspaper,fr,FALSE,FALSE,FALSE,TRUE,FALSE
journalistenwatch.com,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
jpost.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
juedische-allgemeine.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,FALSE
juergenfritz.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
jungefreiheit.de,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
jungewelt.de,hyperpartisan news,de,FALSE,TRUE,FALSE,TRUE,TRUE
ka-news.de,legacy press,de,FALSE,FALSE,TRUE,TRUE,FALSE
kabeleins.de,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
kath.net,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
katholisches.info,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
kayserihaber.com.tr,hyperpartisan news,tr,TRUE,FALSE,FALSE,FALSE,FALSE
kenfm.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
kentonline.co.uk,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
kieler-nachrichten.de,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
kinzig.news,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
klamm.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
kleinezeitung.at,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
klimareporter.de,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
kn-online.de,legacy press,de,FALSE,TRUE,FALSE,TRUE,TRUE
komonews.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
kopp-report.de,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
kopp-verlag.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
kornwestheimer-zeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
korrektheiten.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
kp.ru,hyperpartisan news,ru,TRUE,FALSE,FALSE,FALSE,FALSE
kpkrause.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
krass-und-konkret.de,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
krautreporter.de,digital-born news outlet,de,TRUE,FALSE,TRUE,FALSE,FALSE
kreis-anzeiger.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
kreiszeitung-wesermarsch.de,legacy press,NA,FALSE,TRUE,FALSE,FALSE,TRUE
kreiszeitung-wochenblatt.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
kreiszeitung.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
krone.at,tabloid newspaper,de,FALSE,FALSE,FALSE,TRUE,FALSE
krzbb.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
ksta.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
kulturradio.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
kurier.at,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
kurier.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,TRUE
kurir.rs,tabloid newspaper,bs,TRUE,FALSE,FALSE,FALSE,FALSE
la-croix.com,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lagacetadesalamanca.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lagazzettadelmezzogiorno.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
lahrer-zeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
lainformacion.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
lamarea.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lampertheimer-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
lanazione.it,tabloid newspaper,it,FALSE,FALSE,FALSE,TRUE,FALSE
landeszeitung.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,TRUE
lanouvellerepublique.fr,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
lanuevacronica.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
laopinioncoruna.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
laopiniondemalaga.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
laopiniondemurcia.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
laopiniondezamora.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lapresse.ca,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lapresse.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
laprovence.com,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
laprovincia.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
larazon.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
larepublica.pe,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
larioja.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lasexta.com,commercial broadcaster,es,FALSE,FALSE,FALSE,TRUE,FALSE
lasprovincias.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lastampa.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
latimes.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
latribunadeespana.com,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
latribune.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
